Vivado Simulator 2018.2
Time resolution is 1 ps
Time | A      | B      | A*B (ref) | Result (HW) | Match?
--------------------------------------------------------
              545000 |   118208782 |  -214669594 | -25375831239174508     | -25375831239174508
              550000 |  -808009569 |   355448106 | -287205470930926314     | -287205470930926314
              555000 |   358227242 |  -961153907 | -344311513242134494     | -344311513242134494
              560000 |  1333133214 | -1670519240 | -2227024683470037360     | -2227024683470037360
              565000 | -1127241607 |  1684333512 | -1898650814790833784     | -1898650814790833784
              570000 |  1696810442 |   167723283 | 284594617960921086     | 284594617960921086
              575000 |   899729771 |  -474501433 | -426923065652261843     | -426923065652261843
              580000 |  1527504310 |  1560649146 | 2383898296912819260     | 2383898296912819260
              585000 |  1645652932 |  1552061881 | 2554155185113085092     | 2554155185113085092
              590000 |  1227871122 |  -635004236 | -779703363732072792     | -779703363732072792
              595000 |  1069235071 | -1020030842 | -1090652749768059782     | -1090652749768059782
              600000 |  2104358394 |  -114846478 | -241678150000636332     | -241678150000636332
              605000 |   423960882 |  -556900675 | -236104101359395350     | -236104101359395350
              610000 |  1112526212 |  -230054684 | -255941866143377008     | -255941866143377008
              615000 |  1698942922 |  1420327337 | 2413055076119258714     | 2413055076119258714
              620000 |  -795498335 |  1197844878 | -952883606037278130     | -952883606037278130
              625000 |   -41194757 | -2048582133 | 84390843163476681     | 84390843163476681
              630000 |  -142438161 |  1690844617 | -240840797782229337     | -240840797782229337
              635000 |   459334966 | -1162786699 | -534108588850417234     | -534108588850417234
              640000 |  -941074801 |   902676331 | -849485948563235131     | -849485948563235131
              645000 |  1147529096 |  -683690834 | -784555124683506064     | -784555124683506064
              650000 |  1307804059 |  1228817810 | 1607052919689490790     | 1607052919689490790
              655000 |   340057896 | -1769676755 | -601792553905407480     | -601792553905407480
              660000 |   632774475 |  -513167166 | -324719084052887850     | -324719084052887850
              665000 | -1893927394 |   112395533 | -212868978911931002     | -212868978911931002
              670000 |  1987706348 |   201563416 | 400648881507764768     | 400648881507764768
              675000 |  1756240849 | -1015669626 | -1783760486269752474     | -1783760486269752474
              680000 | -1598020543 | -1648401349 | 2634179218810912507     | 2634179218810912507
              685000 |  1816459736 |   703588691 | 1278040527906445576     | 1278040527906445576
              690000 | -1424399786 | -1381227941 | 1967420783577620626     | 1967420783577620626
              695000 |  -244909342 | -2106334716 | 515861049327316872     | 515861049327316872
              700000 |   967574387 |  -330255144 | -319546418509396728     | -319546418509396728
              705000 |   155077906 |  -603765576 | -93630701240963856     | -93630701240963856
              710000 | -1669262791 |  -225986843 | 377231428275458813     | 377231428275458813
              715000 |  -792339295 |   361303851 | -286275238582125045     | -286275238582125045
              720000 |  1083202945 |  1679525320 | 1819266772826067400     | 1819266772826067400
